

0  -1.28381448e+00


1  2.68086565e-01


2  -4.09060623e-01


3  4.62848593e-01


4  3.06009053e-01


5  1.89856301e+00


6  1.12958421e+00


7  2.10105372e-01


8  8.33581581e-01


9  4.45916665e-01


10  -1.22246365e+00


11  -1.84603396e-01


12  -4.36459268e-01


13  -6.61815365e-01


14  2.31463506e-01


15  -1.66813010e+00


16  -3.00422597e+00


17  -5.20756027e+00


18  -5.82534849e+00


19  -5.60369015e+00


20  -6.79085799e+00


21  -6.20211307e+00


22  -5.03491299e+00


23  -6.83876629e+00


24  -5.93336985e+00


25  -6.00012649e+00


26  -7.92930616e+00


27  -8.00914243e+00


28  -7.63407967e+00


29  -8.20537728e+00


30  -7.16771550e+00


31  -7.28319166e+00


32  -8.78317465e+00


33  -9.29925963e+00


34  -9.62352248e+00


35  -9.66532970e+00


36  -8.86924871e+00


37  -1.03337956e+01


38  -9.11220815e+00


39  -7.29497433e+00


40  -7.02049730e+00


41  -6.81269555e+00


42  -6.98523418e+00


43  -7.38188236e+00


44  -8.48215702e+00


45  -9.76522029e+00


46  -9.57162081e+00


47  -1.01140030e+01


48  -1.08457878e+01


49  -1.03413941e+01


50  -9.61685884e+00


51  -8.19443214e+00


52  -9.27716766e+00


53  -8.13079772e+00


54  -8.02372658e+00


55  -7.22929860e+00


56  -6.23544699e+00


57  -4.46233276e+00


58  -4.72419412e+00


59  -4.77801990e+00


60  -5.56440435e+00


61  -8.04586717e+00


62  -5.90478806e+00


63  -5.19456299e+00


64  -3.81898321e+00


65  -4.55680995e+00


66  -5.00273762e+00


67  -3.86971555e+00


68  -4.17008693e+00


69  -5.89161982e+00


70  -7.06874612e+00


71  -7.59400124e+00


72  -6.56018958e+00


73  -7.44012479e+00


74  -5.78401634e+00


75  -6.27870434e+00


76  -7.37371877e+00


77  -7.82922266e+00


78  -9.07312303e+00


79  -7.18707027e+00


80  -6.89694707e+00


81  -6.32417447e+00


82  -5.91889716e+00


83  -6.13613197e+00


84  -6.28460690e+00


85  -4.62262460e+00


86  -4.86065880e+00


87  -5.04604898e+00


88  -5.56913919e+00


89  -5.52185407e+00


90  -4.95719326e+00


91  -5.92723889e+00


92  -6.41615523e+00


93  -7.48023934e+00


94  -9.40851215e+00


95  -9.32438303e+00


96  -9.10579599e+00


97  -8.74320328e+00


98  -8.22874497e+00


99  -7.72248012e+00


100  -5.96284478e+00


101  -5.21125937e+00


102  -4.91743793e+00


103  -5.85241258e+00


104  -7.01618545e+00


105  -6.74069981e+00


106  -6.71806596e+00


107  -7.36251674e+00


108  -6.42438234e+00


109  -7.06698316e+00


110  -7.14301190e+00


111  -6.76911660e+00


112  -6.85311064e+00


113  -6.18453563e+00


114  -6.19272959e+00


115  -5.85860004e+00


116  -6.37300788e+00


117  -5.77774237e+00


118  -4.25930227e+00


119  -3.50735023e+00


120  -3.63744018e+00


121  -3.71856466e+00


122  -2.00975325e+00


123  -1.37390069e+00


124  -1.33811485e+00


125  3.43052988e-01


126  1.04344941e+00


127  1.03959757e+00


128  6.10875149e-01


129  -8.33052339e-01


130  -6.00722629e-01


131  1.62407952e-01


132  1.18347728e+00


133  8.01821660e-02


134  5.90635525e-01


135  -4.16189602e-01


136  -1.36320589e+00


137  -4.96545350e-02


138  3.55665299e-01


139  5.02486399e-01


140  5.51654995e-01


141  1.21638051e+00


142  1.09459248e+00


143  1.91325299e+00


144  2.70963241e+00


145  2.17649741e+00


146  3.97662899e+00


147  3.78340599e+00


148  2.93421558e+00


149  3.07977655e+00


150  3.77244908e+00


151  6.11233196e+00


152  4.51856203e+00


153  3.74481113e+00


154  4.38041450e+00


155  4.95804283e+00


156  5.00791726e+00


157  5.02450936e+00


158  5.18215910e+00


159  3.66689572e+00


160  4.28500232e+00


161  5.25359146e+00


162  4.30385862e+00


163  5.10879434e+00


164  4.53464692e+00


165  4.24627094e+00


166  4.11855787e+00


167  2.69249929e+00


168  1.73513845e+00


169  3.31206271e+00


170  4.28371962e+00


171  3.11363191e+00


172  3.25534004e+00


173  2.09196653e+00


174  2.74393876e+00


175  3.58861517e+00


176  3.35145270e+00


177  2.93389488e+00


178  3.10077425e+00


179  3.61391298e+00


180  5.75729138e+00


181  7.75107951e+00


182  6.83729616e+00


183  7.68145413e+00


184  9.18584425e+00


185  9.30129426e+00


186  8.41697722e+00


187  7.11062100e+00


188  6.68124520e+00


189  6.46669956e+00


190  5.72601939e+00


191  5.81718902e+00


192  5.50010220e+00


193  7.16724866e+00


194  7.08121355e+00


195  8.39910712e+00


196  7.89561945e+00


197  7.96989575e+00


198  7.45821818e+00


199  6.57014177e+00


200  5.63808218e+00


201  4.70732610e+00


202  5.45677829e+00


203  5.53850441e+00


204  5.05357384e+00


205  4.52064636e+00


206  5.54785984e+00


207  5.48062316e+00


208  7.33286101e+00


209  6.66504796e+00


210  6.71052410e+00


211  7.60492175e+00


212  8.46641914e+00


213  9.37617142e+00


214  9.85438743e+00


215  1.13765713e+01


216  1.19105127e+01


217  1.22666736e+01


218  1.26992255e+01


219  1.12443861e+01


220  1.16206232e+01


221  1.08046679e+01


222  1.05831778e+01


223  1.02239538e+01


224  1.20422747e+01


225  1.11361643e+01


226  9.67702726e+00


227  8.70424889e+00


228  8.18137747e+00


229  7.25129274e+00


230  6.94067078e+00


231  9.26241942e+00


232  8.67837324e+00


233  1.09519432e+01


234  8.90919812e+00


235  9.36873017e+00


236  8.01554585e+00


237  9.87118293e+00


238  9.14974341e+00


239  9.42064287e+00


240  9.54600510e+00


241  9.04370997e+00


242  8.13112197e+00


243  8.03782463e+00


244  8.13377714e+00


245  7.33511640e+00


246  6.85076223e+00


247  6.90810989e+00


248  6.43436699e+00


249  5.14049489e+00


250  4.82051124e+00


251  4.44378220e+00


252  3.95832350e+00


253  4.68812994e+00


254  6.77008957e+00


255  5.79372760e+00


256  4.90328891e+00


257  3.94783876e+00


258  3.32571090e+00


259  4.45918751e+00


